id,churn,treatment,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21
836,1,0,-.18285331,.17746073,-.10627931,-.26933792,2.6705632,-.092705019,2.7287519,-.54379225,.45671812,.63168466,.84204018,2.1650221,-.33875814,0,0,0,0,0
837,1,1,-.33290023,.030170804,-.81476462,-.30358258,-.5414632,-1.0642052,-.29338482,.376555,-.17972831,1.0761728,1.0675344,.1150334,-.3912358,0,0,0,0,0
838,0,0,-.30848068,-.31195828,-.087310404,-.33122984,-.013016391,-.85939503,-.0085139237,-.032408506,-.16688026,-1.5437486,-.10418256,.67212802,-.27331606,0,0,0,0,0
839,0,1,-.49555415,.52954012,-1.1625789,-.091578037,-.21715403,-.054982938,-.54885972,-.44187424,-.30056861,1.0872549,2.0510819,3.1386173,-.51602435,0,0,1,0,0
840,1,0,-.21723792,-1.8084058,-.41350299,-.079079308,-.59772915,-.34081596,-.15681884,-.60173053,-.16029927,-.044925623,.34237856,-.16936406,-.59901887,0,0,0,0,0
841,1,0,-.58256626,-1.7103138,-.81399286,-.32650343,-.7114889,1.2818218,-.032555912,-.57589638,-.47019818,-.242515,-.94693285,.015713023,-.55366558,0,0,1,0,0
842,0,1,-.40150189,.67414039,-.99455082,-.0088629015,-.87160355,-.69358397,-.046933562,1.1301759,-.12525517,.17704909,.14616725,.41694459,-.28686583,0,1,0,0,0
843,0,0,-.24062319,-.91189253,-.66196132,-.20420372,-.13779892,.84370422,-.6140992,-.092755832,-.12848388,-1.5202595,-1.0846269,-1.4251219,-.33531278,0,0,1,0,0
844,1,1,.33695933,-.28993699,1.6414152,-.20294081,.33454978,.65598267,-.62609464,-.21121243,-.22211041,.65942103,.016847821,-.3512415,-.022060635,0,0,0,0,0
845,1,0,-.061393231,-1.131346,3.6836221,-.086607218,.39566338,1.0574937,-.10486366,-.31918848,-.46780905,.74694365,-.46925279,-.96716446,-.25421309,0,0,0,0,0
846,0,1,-.34610549,1.3998812,-.47023299,1.3543042,1.3069445,-.4016045,2.7584791,-.027547682,2.2600265,.60650754,.23043376,2.2919867,-.061962102,1,0,0,0,0
847,0,0,-.13441481,1.718062,-.33197281,1.3330815,-.39871168,-1.1341562,.60001069,-.23893696,.43920532,.026844319,.081512451,.33655292,-.28802216,0,0,0,1,0
848,1,1,-.22726208,-.032803681,-.39464799,-.25375617,-.81906122,-.14088643,-.50119203,-.063001588,-.30730623,-.79097122,-.70996928,-.071975023,-.11194827,0,0,0,0,0
849,0,1,-.035452828,.0022372329,-.076050051,-.10588531,-.47161257,1.3908653,-.34883207,-.60105157,-.43338794,-.28630945,-1.8631197,.00094475347,.015607715,0,0,0,0,0
850,1,0,-.36775258,-1.4713575,-.77004254,-.084869087,-.81622314,1.2695483,-.58514589,-.16376515,-.31731656,.32374319,3.3643897,.020921199,-.1192623,0,0,0,0,0
851,1,1,-.4548614,.86022764,-.60052729,1.4218111,-.15133265,-.30922222,1.6318314,3.2920685,3.4195559,.21149345,.6807127,.4167487,-.4216859,0,0,0,0,0
852,0,0,-.20116974,-.3734898,-.81399739,-.26558095,-.35518256,-1.3150777,-.59593165,.98229873,.61008829,-1.4130607,1.7073786,.8734268,-.15887347,0,0,0,0,0
853,1,0,-.038080774,.011270632,-.28118944,-.31688008,-.99376518,-.89182675,.32024249,-.033857305,-.19236377,1.1801263,3.7017863,.55892062,-.32889712,0,0,1,0,0
854,0,1,-.12995687,.89948547,4.71,-.25544879,1.3695073,-.18149202,-.27349484,-.41193983,.36107564,-.92319351,-1.3153874,2.12832,-.54509574,0,0,0,0,0
855,1,1,-.48776081,.11367894,-.033743039,-.041512575,.2059508,.91858649,-.10529471,-.55612236,-.072085209,.0045981505,-.0055588614,-.74591541,-.17440544,0,0,0,0,0
856,0,0,-.32238898,.080909573,-.46678054,-.29016817,-.10753877,-.93281472,.049745653,-.60745692,-.45373118,-.43166026,.089013025,-.24879394,-.070180565,0,0,0,1,0
857,0,1,-.30489305,1.1890514,-.088846475,-.10987259,-.47357786,-.40009862,-.50082558,-.28936231,3.2421217,-1.5808477,-.55582738,.05781674,-.37279743,0,0,0,0,0
858,1,0,2.1674585,-.36040947,-.69365823,-.25828153,-.18398041,.28202885,-.40423337,-.10497937,.0091144722,-1.0965339,-1.0078826,-.032114632,-.58665854,0,0,0,1,0
859,0,0,-.21996202,1.9851545,-.098675177,1.0736721,.54291946,-.67322773,-.064542688,-.52255815,-.51385963,-1.0800855,.24296483,-1.1384422,-.075277641,0,0,0,0,0
860,1,1,-.38629383,1.9997144,-.059047624,-.11168388,3.2681637,-.46583122,.001075868,-.2790933,-.22274712,.614851,-.030804263,.31328884,-.20976737,0,0,0,0,1
861,0,0,-.3874653,2.1064692,-.045971423,-.16930254,-.61040819,-.16682614,.70487106,.82016021,-.10205633,1.6291471,.26328257,-.24084823,-.35755375,0,0,0,0,0
862,0,1,-.24789149,-.28047803,2.7786169,-.3285625,.55183709,-.49552938,4.2314448,-.23816073,-.043059129,2.7591164,.81848282,1.7633171,-.019610809,0,0,0,0,0
863,1,0,-.11873361,.51938105,-.45859867,-.24674077,.015038283,-.86239189,-.010022763,-.09696693,-.093328439,-1.5082194,-.2629315,-.00058600167,-.29873848,0,0,0,0,0
864,1,1,-.38124302,-.32307309,-.30474022,-.33240741,-.15576456,3.2329884,-.64703596,-.49419704,-.058220606,-.66788441,-.52215165,-.39386016,-.040284555,1,0,0,0,0
865,0,1,-.34397417,-.43285409,-.14903831,-.12104931,-.62774581,.34346497,-.191358,-.50460613,-.18325064,-1.2316182,.20569675,-.14460069,-.12975255,0,0,0,0,0
866,1,0,-.42918316,.18775178,-.13122641,-.061628103,-.34272289,-.10536969,-.59184045,1.1736372,-.24997884,.37687582,1.1704247,-.9426493,-.22216257,0,0,0,0,0
867,0,0,-.27572772,.16596921,-.27235332,-.14022796,-.24664897,-.046305232,-.5305351,-.29870087,1.2296488,-.093366981,-.55900782,.9367525,-.23471949,0,0,0,0,0
868,1,1,-.043245032,-.943542,-.85340935,-.10004713,-.3638908,-.62742263,-.34077677,-.11499456,-.055208724,.21888925,.073676653,.49666259,-.068997905,0,0,0,1,0
869,1,0,.047257151,-9.3448219,-.075304247,-.010542611,-.25759649,.68223208,-.18672259,-.54751307,-.0065306788,-1.2564948,-.71955442,-1.0059263,-.48444065,0,0,0,0,0
870,0,0,-.36452869,.55852294,-.63724405,-.1307952,-.10766935,-1.0831126,-.64617991,-.10602865,-.51539159,-.016346002,-.48078436,.22951452,-.59499347,0,0,0,0,0
871,0,1,-.31398085,.46185002,.25512019,-.10039966,.36014566,-.28701642,-.048733946,-.33084154,-.46331474,-1.6304972,-1.8050965,.25573766,-.16452399,0,0,0,0,1
872,1,1,-.26510113,1.3330606,-.81197065,1.9307716,-.49078503,-.21902947,1.03353,1.2635744,.93930048,.43132481,-.69127542,-.028734408,-.26587892,0,0,0,0,0
873,0,0,1.5374674,.061598279,2.6639218,-.091035761,.25234354,-1.0912321,-.26895702,-.41297212,-.1581462,2.332556,-.7483902,.30792055,-.6018191,0,0,0,0,0
874,1,0,-.13061945,.60736138,-.31849533,.040969189,-.025276324,-.31890431,-.37457252,-.15213415,-.4016479,-.31156549,-1.2914279,.018745804,3.2155895,0,0,0,0,0
875,0,1,-.056096539,.46097985,.054834593,-.3014003,-.007756887,-.45865706,-.029805094,-.35970744,.88538533,-.097883731,-.14986326,.20925377,-.55912697,0,0,0,0,0
876,1,1,2.3394828,-2.0566974,-.85239118,-.29334527,-.58888179,1.9260588,-.35179904,-.3665846,-.26328072,-.48812759,-.54854649,-.87321424,-.49209625,0,0,0,0,0
877,0,0,-.18161777,.90416855,-.20622103,-.033384848,-.19799557,-1.2766612,-.18186961,-.5287255,-.37295145,-.056194946,-.42328843,-.08151181,-.4462631,0,0,0,0,0
878,0,1,-.071154885,-.42920789,-.20305398,-.076599941,-.090674393,1.7301133,-.65901548,-.22608668,-.016834687,1.4667667,.010770647,-.77475792,-.10588204,0,0,0,0,0
879,1,0,.34297779,.92340177,.66793954,-.30778107,.86356473,-.18531026,-.55529112,-.36306328,-.49841529,-.68791455,-.87529445,.0026685728,-.53977662,0,0,0,0,0
880,1,1,-.098147839,.38376239,.3652705,-.28972507,-.046109274,-.29022443,.72980559,1.5253241,-.52463698,.083667047,-.11553347,2.997262,-.5453347,0,0,0,0,0
881,1,1,-.14406231,-.030014334,1.1108615,-.11087213,1.387536,.75253803,-.5790537,-.41375268,-.31894648,.019902153,-.16948341,-1.0470182,-.12079375,0,0,0,0,0
882,1,0,1.8707724,-.18496092,.4660148,-.24049938,.7507152,.10214046,-.21484938,.000041510913,-.11028788,-1.5693735,.64888161,-.55021614,-.2380569,0,0,0,0,0
883,0,1,-.25581294,1.3016893,-.60647446,-.064550996,-.54358101,-.88905513,-.12284801,-.42040536,-.18472013,-1.4521829,-1.3609658,-.97031629,3.421103,0,0,0,0,0
884,0,0,-.32876584,.048897643,1.0792097,-.012909032,.10528471,-.079306766,3.6384976,.012122137,-.46109408,.39506975,-.38750404,-.92025471,-.043108266,0,0,0,0,0
885,1,1,.37510324,-.39444628,-.20344423,-.30105594,-.030070266,-.26294532,-.51554155,-.37588769,-.26957592,1.104502,.39215383,-1.3018578,-.25975505,0,0,0,0,0
886,0,0,-.64183629,.52246618,-.12630396,-.29085836,-.65981668,-1.0197835,-.62527514,-.44076446,-.34711525,-1.0767453,-1.3282363,-.20725103,.00011086786,0,1,0,0,0
887,0,1,-.17112455,1.5397775,-.040527124,-.081920646,-.34958035,-.70795339,-.19863331,-.53746623,-.22780396,1.9096844,1.3579714,-.28729388,-.28827614,0,0,0,0,0
888,1,0,-.17019878,-1.1465942,-.37427208,-.21538749,-.35008407,-.25731748,-.65300268,-.50850266,1.4197075,-.79364514,-.7082867,.032882843,-.22059162,0,0,0,1,0
889,0,1,-.61651033,.31267032,-.18026191,-.23230401,-1.0665051,-.93301111,.71172845,-.61581814,-.37170514,-.14814705,-.031572226,.019960901,-.031433392,0,0,0,0,0
890,1,1,-.22670773,-1.1683092,-.20489512,-.30447486,-.46152323,-.34701762,1.213567,-.33177745,-.34909064,1.4820333,.10681028,-1.1776145,-.54210436,0,0,0,0,0
891,1,0,-.5304864,.67022377,-.051630884,-.31045347,-.22095883,-.70929694,1.487655,.90224499,-.16423137,.33254015,.86159545,-.10829806,-.3393392,0,0,0,0,1
892,0,0,-.34534681,-1.7135248,-.20336233,-.17600322,-.15506659,2.1653042,-.13264897,-.42681554,-.52563477,-.44040754,-.1595391,-.86452293,-.60971504,1,0,0,0,0
893,0,0,-.33767354,1.5920044,-.74148089,-.29384744,-.58018559,-.76280713,-.033514794,-.016380001,-.27078807,.55380785,-.013885538,.25270036,-.22279787,0,0,0,0,0
894,1,0,-.10024466,.61347324,4.3313851,-.030989502,.68984628,-.058641843,-.30541208,-.25153303,-.47989354,.58448386,-.013228338,-.71144187,-.40498483,0,0,0,0,0
895,1,1,.11614296,.26887041,4.6321483,-.052109152,1.8322504,-.22381262,-.048472323,2.49524,-.07358931,-.49423718,.69503212,.0014060512,-.53944463,0,0,0,0,0
896,0,1,-.213452,2.0433784,-.62997675,-.1197028,-1.0496808,-.087432101,-.51454175,-.33707801,-.33592704,-.064983323,1.728459,-.22448957,-.18215546,0,0,0,0,0
897,1,1,-.50347346,1.3359765,.021428019,5.6975803,.24293421,-.2970598,-.15376633,-.085804835,-.48065585,.33884129,.1931071,2.1863821,-.61565065,0,0,0,0,0
898,0,1,2.8005946,.25965267,-.7323007,-.25174272,-.19988471,.67019075,-.53951222,-.20036429,-.13968736,-.78525925,-1.5950305,-.68731678,-.18431708,0,0,0,0,0
899,1,0,-.19303097,-6.6141725,4.5567279,-.058253277,-.29204974,.046952248,-.61847585,-.2049828,-.44647488,.54459035,.93772459,-.61002624,-.31289908,0,0,0,0,0
900,0,0,-.16395701,.46332934,-.73190951,-.30755839,-.77949619,-.81820589,-.41162512,.65740341,-.054071177,-1.4429893,-.48559314,.057310857,3.5350051,0,0,0,0,0
901,0,0,-.14638598,.14315748,-.39000615,-.021352613,-.46105799,-.32568973,-.11189822,1.7585161,-.19193427,-.13571164,-.42471731,.18423878,2.6932855,0,0,0,0,0
902,1,1,-.5146293,.05371774,-.24727222,-.31917289,.28049764,-.96089274,4.9700646,1.5649997,-.37701797,2.112411,3.7274139,.35546666,.87144035,0,0,0,0,0
903,0,1,-.45052189,.35307068,-.73318404,-.027209919,-.58547604,-1.3307121,.10998709,-.20823222,-.41077843,-.052388769,-1.2960397,-.6936906,-.56008381,0,0,0,0,0
904,1,0,-.0083036236,.053978514,-.19165361,-.013751172,.060848877,-.11600617,-.031998195,.0042623822,-.31999135,-.0087296953,.8660149,.037109274,-.26401669,0,0,0,0,1
905,1,1,-.18021865,.1205147,1.796877,-.058894604,.69026846,-1.148939,-.083963305,-.058234535,-.13289902,.066364042,-.62401575,-.99746954,-.22452661,0,0,0,0,0
906,0,0,-.16507202,1.6474571,.094455391,-.22652413,.026794665,-.13893212,.0096603455,-.28590307,-.21820402,-.69581038,.23839384,.80334085,-.11626578,0,0,0,0,0
907,1,0,-.47875601,-.77732295,-.73133355,-.24481432,-.036761221,-.92422992,1.3543943,.60354191,-.026360987,.84190387,.29644206,-.28412229,-.246737,0,0,0,0,0
908,0,1,.72595292,-1.3734039,-.78596121,-.26468524,-.83443546,.0891513,-.17849347,-.29806569,-.24386948,-1.1116149,-.62099677,.74621195,-.38437974,0,0,0,1,1
909,0,0,-.45663521,.2980223,-.20226061,-.10145009,1.3005672,-1.1658101,.43298227,.51461929,-.51251686,1.7210221,3.0972025,-.20128551,-.53321445,0,0,0,0,0
910,0,1,-.061927646,-.5796321,-.71542507,-.33514187,-.047775928,.44058523,-.5621689,-.60352468,-.12963267,-.42965424,-1.7354075,1.7389902,-.28541842,0,0,1,0,0
911,1,0,-.14279719,-1.6367104,-.39293826,-.013279496,-.17867342,2.4342396,-.3791877,-.22425671,-.24153236,-.16447194,-.011683716,.032114025,2.7387092,0,0,0,0,0
912,1,1,-.24135965,.037457764,-.35226679,-.16546373,.25713989,1.9486073,-.3569625,-.0061785961,-.46345976,.4133096,-.2046784,.85558248,-.52835858,1,0,0,0,0
913,0,0,-.16050026,2.2187178,-.71502018,1.9450583,.31090784,-.93067259,-.073455416,-.5374065,-.039379232,-.00084111578,.29690373,.80826664,.96117622,0,0,0,0,0
914,0,1,-.079044968,-.49659997,-.19420721,-.27633965,-.86633128,.90198201,-.43777487,-.059353251,-.2691063,-.71888578,.030901987,-1.613651,-.26811612,0,0,0,0,0
915,1,0,-.32357377,-.68406689,-.60799503,-.09028969,-1.0487919,.70416135,-.39519754,-.55989426,-.3570739,.22836614,.19914182,2.9637411,-.44404501,0,0,1,0,0
916,1,1,-.21954079,-2.5868773,-.28493798,-.065815799,-.7268002,-1.1432205,-.46426401,4.0377498,.011168579,-1.1453687,1.6507877,.54407382,-.14478208,1,0,0,0,0
917,0,0,-.15984723,-.50730598,.23319525,-.037511285,-.054853059,-.5102309,-.07188347,-.33095855,-.23110412,-.79115033,-.24961185,.34265432,-.083057456,0,0,0,0,0
918,1,0,-.38020134,.69179928,.049649771,-.14060678,1.273657,-.91539484,-.21649766,-.36224991,-.040698797,-.72953981,-.18559159,-.65132433,-.56201959,0,0,0,0,0
919,1,1,-.029937204,-.60833931,-.31300843,-.23885001,-.21034822,.61145902,-.46375474,-.10387683,-.27343869,-1.0571504,-1.4144511,-.49464819,-.1119383,1,0,0,0,0
920,0,1,-.28864428,.45918146,-.74236035,-.11578984,2.8639612,-.1947258,-.22845615,-.32699931,-.36107305,.69911432,-.15340333,.010978435,-.36287162,1,0,0,0,1
921,0,0,-.30085433,.10030625,-.85237235,-.031436943,-.055729315,-.051217813,-.32504177,-.0071647023,-.1312723,-.34053418,.21082206,1.4929827,-.59659809,1,0,0,0,1
922,1,0,-.21448521,-.41268963,.29345983,-.3343493,.26644942,.92509156,-.59552836,-.37698758,-.31953114,.85574222,2.0779874,-1.3508767,-.48701936,0,0,0,0,0
923,1,1,-.37439886,1.4639208,-.20890668,2.647126,-.12023724,-.67212892,-.19692332,1.9853243,-.097971924,-.8898077,-.67238969,-1.4595975,-.16199115,0,0,0,0,0
924,0,1,-.23976015,.40794399,-.43191016,-.21643892,-.48426738,.054164987,-.50420284,-.41286993,-.048527777,-.94772327,-.12216288,-1.4722126,-.38423181,0,1,0,0,0
925,0,1,-.52097487,.69111067,-.56173569,-.073411524,.65252465,-.76978159,-.17293011,-.15186706,-.058254015,-.61690146,.080121525,-.25522998,-.44515917,0,0,0,0,0
926,1,1,-.21072225,.56877011,-.47563556,-.28870159,.038549062,-.83707982,-.066670232,-.33013356,3.3677795,2.0801163,.76862079,3.7237544,-.54309273,0,0,0,0,0
927,1,0,-.26692128,-.91790867,-.28745732,-.021302704,-.53057057,-.74305582,.63337535,2.5644338,-.20851991,.14493938,1.2259543,-.39653412,-.31485,0,0,0,0,1
928,0,0,4.6469226,-.65734905,-.69758964,.012909779,.009257121,.12052333,-.16423069,-.094665051,-.20267314,.87469977,1.5716882,-.58341563,-.57076097,0,0,0,0,0
929,1,0,.22207196,-.50595033,.28573427,-.10960229,.23087381,-.11884317,-.65797496,-.47418278,-.44014844,-.55950218,3.5772781,.16682358,-.38622299,0,0,0,0,0
930,0,0,-.42498752,-1.2859349,-.27991605,-.16358216,.22993074,-.71192825,.080774963,.32457209,-.43913755,.5353936,1.4898653,.389999,-.082128122,1,0,0,0,0
931,0,1,-.28770497,.24894533,-.10173623,-.18175985,-.21592033,-.82153606,-.47006249,-.37360543,-.22655372,.53865623,.019258549,.046646852,-.029510453,0,0,0,0,0
932,1,1,-.12797685,-.056945175,-.70242804,-.16274934,-.72796822,-.70145154,-.52006334,-.23587406,-.44650263,1.5981218,3.431987,1.0396156,-.0047786618,0,0,0,0,1
933,1,1,-.17805679,.11672731,2.7587881,-.23683724,.84453523,-.88442647,1.4672072,-.21025023,-.32639265,1.2149001,-.12161802,1.0489695,-.17144901,0,0,0,0,0
934,1,0,-.53585595,-2.263308,2.7796011,.0077412734,2.972791,1.7639377,-.68638915,-.30312777,-.33366248,.73167717,.71965963,.18511328,-.375736,0,0,0,0,0
935,0,0,-.13680117,.18352692,-.19700027,.013814434,1.0518039,-.26698306,-.66168535,-.39964584,-.35558972,-.82282525,.7458688,.16351244,-.42708027,1,0,0,0,0
936,0,1,-.3367967,.85014474,-.69632226,-.22326916,-.13687915,-.81980318,-.025889911,-.11906272,-.4538309,-1.0500171,-.27273747,-.9101975,2.3477256,0,0,0,0,0
937,1,1,-.087792374,-1.7351323,-.85315764,-.26982298,-.70431966,-.36781985,-.41361669,-.30646425,-.097267136,-.35240841,.84560388,-.61148179,-.23347555,0,0,0,0,0
938,0,0,.096588433,.051652975,-.75464624,-.064799286,.037016079,.29418835,-.55068344,-.13958117,-.070081003,-.4288809,.59264958,.011882681,-.27848843,0,0,0,0,0
939,1,0,-.052469581,1.5737934,-.1221132,.01933937,.06069978,-.95465195,.66049033,.55124271,-.11549838,.93387657,.78110433,-.023862561,-.47995549,0,0,0,0,0
940,0,1,-.53303975,-.62713444,.4286195,-.073690511,.87229472,-.31074184,1.5129846,-.53858477,-.19455098,1.6854173,.071131468,-1.1606067,-.31827301,0,0,0,0,0
941,0,1,-.18038228,-.30379221,-.069577716,-.050075606,.0048919981,.0042917822,-.61957508,.010190738,-.38686058,1.4338901,1.025221,-.25505689,-.55484456,0,0,1,0,0
942,1,1,.1792254,.47128317,-.38060823,-.030187923,-.86811429,-.97607762,-.099824011,-.44377032,-.085697651,-.23485026,-1.7820209,.55600995,3.0838144,0,0,0,0,0
943,1,0,-.28715384,-1.16783,3.1023915,-.19984175,.99443418,-.62373614,4.7217526,-.31811363,-.36332682,2.456301,2.2698321,-.9295885,-.32125282,0,0,0,0,0
944,0,0,-.56497908,.49928567,-.31756788,-.1935073,-.0068802489,-1.3124094,-.41132891,-.32022789,-.32286775,-.65441573,-.15503731,-1.4098055,-.33691087,0,0,0,0,0
945,1,1,2.7838585,-.57119894,-.75059617,-.15155517,-.18494694,.14329697,-.43724719,-.16061006,-.082978763,-1.1604629,.36509186,.017342636,-.14565508,0,0,0,0,0
946,0,1,-.12959784,-1.2205737,-.32721809,-.040188704,-.41253799,.70706594,-.41973573,-.1230844,-.44585478,-.51088285,-1.4460055,-.062915668,-.22830407,0,0,0,0,0
947,1,0,-.29981118,-.39751893,.16992803,-.23503628,-.36896926,.059388582,-.37763056,-.15569746,-.16368999,-.75171471,-.3342554,2.9492962,-.39890936,0,0,0,0,0
948,0,0,-.15358229,.14737894,-.71404487,-.14497848,-.81496882,.053871799,-.089616343,-.08485797,-.14373064,-.38520166,-.98551226,-1.0168011,-.13985378,0,1,0,0,0
949,1,0,-.46644643,.045167163,1.3757335,-.25017354,.39725778,-1.090742,4.9287329,-.49337441,-.24945606,2.5703189,1.6803184,-.93936908,-.49485809,0,0,0,0,0
950,0,1,-.1860372,.21133746,-.15347877,-.21452118,.045832295,-.70313174,.019464811,-.13058601,.16909669,1.4118315,.070723057,.40336397,-.027445598,0,0,1,0,0
951,0,0,-.11568647,1.6835989,-.14156561,.9288826,-.22662668,-.99658042,-.078049809,1.1987231,4.9400373,-.69383025,-.47444549,.46850568,.011866896,1,0,0,0,0
952,1,1,-.57810676,-.55707896,.27310419,-.26527455,-.30488107,.88967133,-.59699011,-.1334592,-.086598709,.050379321,.52705359,-1.1873276,-.6179288,0,0,0,0,0
953,0,1,-.47501716,1.0490131,-.57753587,-.22039534,.56170774,-.44703513,.026148006,-.019829595,-.24209964,1.8435831,.11546124,.012932835,-.055820625,0,0,0,0,0
954,1,0,.62852502,-.67872679,-.79795539,-.14796314,-.4763934,.66107261,-.57289618,-.46608686,-.1642502,-1.377568,-.0022213892,-.54925179,-.056364208,0,0,0,0,1
955,1,1,2.6527727,.050854776,.078605875,-.086891964,.036218043,.45915115,-.29628184,-.095151566,-.14079556,1.241212,.48709199,-.68288916,-.16974184,0,0,0,0,0
956,0,0,-.61409152,.56976068,-.77687943,-.088722818,-.24949507,-.75404418,-.46082142,2.6008797,-.47955582,-1.1626959,1.5115091,.61837637,-.019483589,0,0,0,0,0
957,0,0,-.098434083,.61455077,-.2095823,-.30508128,.0086475983,-.19831835,1.1501528,-.34217602,-.39998293,.2925308,1.0454994,-.043702502,-.12291916,0,0,0,0,0
958,1,0,1.1005424,-.77542704,.037042946,-.32168728,-.091253318,-.072739661,-.63426131,.012717889,-.012454948,-1.4545581,-1.0302217,.18305628,-.076536015,0,0,0,0,0
959,0,1,-.041365646,.41404524,-.48206815,-.28404441,-.32461423,-.8387261,.014473941,-.54948103,-.035779309,-.68134129,-.088531688,.003855143,-.57161021,0,0,0,0,0
960,1,1,-.42690694,.18822064,-.20832992,-.015168619,-.87830174,-.20243968,-.53678972,-.49155185,.41696984,-.10802142,-.42798957,.61906743,-.30801722,0,0,0,0,0
961,1,0,-.13188779,.32880932,-.1670211,-.12848759,.030005092,-.9779371,-.27556109,-.33313364,-.23535891,.28139663,.8088181,-1.1552454,-.053577106,0,0,0,0,0
962,0,1,-.39530697,1.4587377,-.11922599,1.6985742,4.6076584,-.59884089,.00088155607,-.28660265,.89212906,-1.068139,-1.503868,.62497622,-.29183739,0,0,0,0,0
963,1,1,.037189074,.049094584,.88889837,-.17544168,.20512475,.37441018,-.55691075,-.59041977,-.38251844,-.40485591,.10442208,-1.5451944,.021654395,0,0,0,0,0
964,0,0,-.22428018,.93715954,-.63726103,-.18178897,-.53337854,-.60852802,-.17634624,-.29642072,-.28447825,.58411425,.5105195,-.90985602,-.59034395,0,0,1,0,1
965,0,0,-.052329026,.075999275,-.47962469,-.27656284,-.19652817,.15415092,-.25275689,-.35415128,-.27639502,-1.002339,-.34986323,.11587872,-.029412897,1,0,0,0,1
966,1,1,-.5683322,-1.2510222,-.20014104,-.017451115,-.99474311,.16799185,-.55271655,-.46423003,-.15231921,.049687743,-.59781396,1.0241704,-.43811187,0,0,0,1,0
967,1,0,.56908536,-.77319622,.093203999,.015177283,-.20592725,1.0440944,-.59301424,-.38457096,-.2888453,.85452539,.027680095,.82285583,-.22875564,0,0,0,0,0
968,0,1,-.44066378,1.2762331,-.10424104,1.7519406,1.7441521,-1.2946976,-.30285501,-.14477827,1.1572772,-.1436443,2.386138,.90981871,-.55900377,0,0,0,0,0
969,0,0,-.053809814,.95558131,-.22708181,-.043842908,-.00370577,.02412363,-.63441479,-.41404009,-.27306822,1.1391828,-1.5886148,-.84914076,-.4571557,0,1,0,0,0
970,0,1,-.54760677,2.0856318,-.25358278,.79587984,-.014298439,-.57381129,1.8312947,-.080340356,.50590116,.20223042,.35357744,.32347888,4.5690932,0,0,0,0,0
971,1,0,-.17612924,1.4599577,.16494071,2.8964891,1.0092372,-.96696907,4.0032153,-.40950868,1.5750409,1.0461465,.78992999,2.1250887,-.20977241,0,0,0,0,0
972,1,1,.0017629511,-2.0433321,-.46327391,-.25754115,-.45146564,.25040635,-.44574684,-.45712185,-.43069229,-.96075618,-.36254174,.22166231,-.50067848,0,0,0,0,0
973,0,0,-.21652035,1.1424239,-.69735265,-.29241911,-1.0046866,-.3169826,-.25000101,-.24234419,-.0098079145,-1.2650442,-.033940777,-.12472196,-.23946509,0,1,0,0,1
974,1,1,-.49989802,-.89822817,-.439805,-.14644681,-.23095033,.63822865,-.57548422,-.23194368,-.51849252,-1.0086666,-1.0684808,.10546722,-.30944455,0,0,0,0,0
975,0,1,-.30131832,2.1270001,-.47742939,.71179736,.039777912,-.21411885,-.21347961,1.1095877,-.20219669,-.41613835,-.48262236,2.001617,-.12966515,1,0,0,0,0
976,1,0,-.25301498,-1.2143017,-.1891543,-.15617605,-.47849834,1.4858255,-.25760958,-.56154829,-.50788295,.34156027,.18017997,-.23021226,-.27366397,0,0,0,0,1
977,1,0,1.3342227,.024837375,2.0206223,-.099933356,1.4036564,.8180992,-.58521569,-.16728999,-.50164551,.032713037,-.27715495,-.86381435,-.36558664,0,0,0,0,0
978,0,0,-.056991186,.86419201,-.85474652,-.2867673,.60059023,-.20858681,1.7159071,-.37245223,-.37860233,1.0294422,2.3204155,.5801506,-.25257674,0,0,0,0,0
979,0,1,-.29417098,.84753299,-.54049146,-.21388529,-.036612205,-.26405445,-.1139788,-.37177533,-.051476158,-.090190858,-.50438535,-1.0464044,-.47805837,0,0,1,0,0
980,1,1,-.34248415,-1.0055966,.52636504,-.18561609,.56593025,.49631107,-.34410074,-.49453419,-.37970233,-.052576065,-1.4599441,-1.0644965,-.55705357,0,0,0,0,0
981,0,1,-.27162895,.49278277,-.68778563,1.6644714,.13911138,-.22084415,-.20616595,-.05183287,1.7213778,-.22471082,-.9977622,.80897838,-.10856789,0,0,0,1,0
982,0,0,-.38626876,-1.4677976,-.44699785,-.22387041,-.32976863,-1.3060927,-.62763214,.76976323,-.20330626,-.38180727,-.1869376,-1.4290954,-.52215636,0,0,1,0,0
983,1,0,-.41194913,.76997048,-.44956663,-.097521067,-.37181404,-.29912895,-.08448194,-.29152742,-.382263,-.061501514,-.62854111,-.078359261,-.084247291,0,0,0,0,0
984,1,1,-.1328111,.46902508,-.39885944,-.086218454,.56022674,-.31181648,.49205408,.58546847,.11657121,1.9953854,2.4261415,.002097493,-.47548229,0,0,0,0,0
985,0,1,.051082574,-.85240614,.036979239,-.28249696,.33416495,.5869838,-.26868668,-.063996159,-.16930431,1.5165526,-.39287975,-1.1199349,-.01761655,0,0,0,0,0
986,0,0,-.041654397,.52104127,-.14254242,-.24417019,.076479621,-1.3371174,-.065028124,-.0080891764,.50352526,-.074349567,2.0252464,.38120997,-.49727818,0,0,0,0,0
